,moderator,id_request,request_time,start_time,finish_time,team,before_1_resp_min,solve_prblm_min,total_requests_by_mod,hour_of_day
31403,186,214603,2020-12-23 18:23:20,2020-12-23 18:41:29,2020-12-23 18:43:49,retail,18.15,2.333,1342,18
31404,186,214605,2020-12-23 18:28:29,2020-12-23 18:59:08,2020-12-23 19:02:07,retail,30.65,2.983,1342,18
31405,186,214607,2020-12-23 18:34:31,2020-12-23 18:43:50,2020-12-23 18:44:28,retail,9.317,0.633,1342,18
31406,186,214608,2020-12-23 18:35:50,2020-12-23 18:44:40,2020-12-23 18:45:46,retail,8.833,1.1,1342,18
31407,186,214609,2020-12-23 18:36:33,2020-12-23 18:45:47,2020-12-23 18:46:12,retail,9.233,0.417,1342,18
31408,186,214613,2020-12-23 18:52:47,2020-12-23 19:02:10,2020-12-23 19:03:52,retail,9.383,1.7,1342,18
31409,186,214614,2020-12-23 19:01:08,2020-12-23 19:50:43,2020-12-23 19:54:33,retail,49.583,3.833,1342,19
31410,186,214616,2020-12-23 19:06:54,2020-12-23 19:54:33,2020-12-23 19:54:34,retail,47.65,0.017,1342,19
31411,186,214617,2020-12-23 19:07:18,2020-12-23 19:54:34,2020-12-23 19:56:14,retail,47.267,1.667,1342,19
31412,186,214620,2020-12-23 19:10:22,2020-12-23 19:56:15,2020-12-23 19:57:16,retail,45.883,1.017,1342,19
31413,186,214623,2020-12-23 19:14:45,2020-12-23 19:57:18,2020-12-23 19:58:43,retail,42.55,1.417,1342,19
31414,186,214625,2020-12-23 19:17:13,2020-12-23 19:58:44,2020-12-23 20:00:09,retail,41.517,1.417,1342,19
31415,186,214631,2020-12-23 19:25:17,2020-12-23 20:03:32,2020-12-23 20:03:33,retail,38.25,0.017,1342,19
31416,186,214644,2020-12-23 19:43:28,2020-12-23 20:11:07,2020-12-23 20:11:40,retail,27.65,0.55,1342,19
31420,186,214652,2020-12-23 19:51:56,2020-12-23 20:11:42,2020-12-23 20:14:17,retail,19.767,2.583,1342,19
31421,186,214654,2020-12-23 19:56:08,2020-12-23 20:14:17,2020-12-23 20:15:53,retail,18.15,1.6,1342,19
31422,186,214657,2020-12-23 20:07:24,2020-12-23 20:26:16,2020-12-23 20:27:59,retail,18.867,1.717,1342,20
31423,186,214659,2020-12-23 20:12:41,2020-12-23 20:15:55,2020-12-23 20:17:46,retail,3.233,1.85,1342,20
31424,186,214660,2020-12-23 20:13:12,2020-12-23 20:17:47,2020-12-23 20:18:49,retail,4.583,1.033,1342,20
31426,186,214663,2020-12-23 20:29:20,2020-12-23 21:01:45,2020-12-23 21:04:21,retail,32.417,2.6,1342,20
31427,186,214664,2020-12-23 20:39:13,2020-12-23 21:04:22,2020-12-23 21:06:55,retail,25.15,2.55,1342,20
31428,186,214665,2020-12-23 20:44:04,2020-12-23 21:06:56,2020-12-23 21:08:15,retail,22.867,1.317,1342,20
31429,186,214666,2020-12-23 20:49:08,2020-12-23 21:08:16,2020-12-23 21:10:01,retail,19.133,1.75,1342,20
31430,186,214667,2020-12-23 20:49:43,2020-12-23 21:10:02,2020-12-23 21:12:11,retail,20.317,2.15,1342,20
31431,186,214668,2020-12-23 20:50:32,2020-12-23 21:12:12,2020-12-23 21:14:11,retail,21.667,1.983,1342,20
31432,186,214670,2020-12-23 20:56:22,2020-12-23 21:14:12,2020-12-23 21:16:02,retail,17.833,1.833,1342,20
31433,186,214671,2020-12-23 20:57:01,2020-12-23 21:16:03,2020-12-23 21:23:33,retail,19.033,7.5,1342,20
31434,186,214672,2020-12-23 20:57:45,2020-12-23 21:23:33,2020-12-23 21:25:31,retail,25.8,1.967,1342,20
31435,186,214673,2020-12-23 20:58:17,2020-12-23 21:25:33,2020-12-23 21:27:48,retail,27.267,2.25,1342,20
31436,186,214674,2020-12-23 20:59:04,2020-12-23 21:27:49,2020-12-23 21:28:59,retail,28.75,1.167,1342,20
32718,186,216536,2020-12-25 16:34:05,2020-12-27 19:26:20,2020-12-27 19:32:13,retail,3052.25,5.883,1342,16
34071,186,218466,2020-12-27 13:33:18,2020-12-27 16:07:38,2020-12-27 16:08:39,retail,154.333,1.017,1342,13
34072,186,218468,2020-12-27 13:36:05,2020-12-27 16:08:40,2020-12-27 16:10:19,retail,152.583,1.65,1342,13
34074,186,218470,2020-12-27 13:36:08,2020-12-27 16:11:22,2020-12-27 16:11:25,retail,155.233,0.05,1342,13
34075,186,218471,2020-12-27 13:36:18,2020-12-27 16:11:25,2020-12-27 16:13:09,retail,155.117,1.733,1342,13
34076,186,218472,2020-12-27 13:36:19,2020-12-27 16:13:11,2020-12-27 16:13:30,retail,156.867,0.317,1342,13
34077,186,218476,2020-12-27 13:37:52,2020-12-27 16:14:24,2020-12-27 16:15:02,retail,156.533,0.633,1342,13
34078,186,218477,2020-12-27 13:39:37,2020-12-27 16:21:56,2020-12-27 16:22:12,retail,162.317,0.267,1342,13
34080,186,218479,2020-12-27 13:40:27,2020-12-27 16:22:13,2020-12-27 16:24:27,retail,161.767,2.233,1342,13
34081,186,218482,2020-12-27 13:43:13,2020-12-27 15:19:52,2020-12-27 15:23:08,retail,96.65,3.267,1342,13
34082,186,218484,2020-12-27 13:43:57,2020-12-27 16:24:36,2020-12-27 16:25:23,retail,160.65,0.783,1342,13
34083,186,218485,2020-12-27 13:44:35,2020-12-27 16:25:24,2020-12-27 16:27:53,retail,160.817,2.483,1342,13
34087,186,218489,2020-12-27 13:47:53,2020-12-27 15:12:41,2020-12-27 15:14:06,retail,84.8,1.417,1342,13
34089,186,218492,2020-12-27 13:48:33,2020-12-27 15:14:07,2020-12-27 15:19:51,retail,85.567,5.733,1342,13
34098,186,218501,2020-12-27 13:52:57,2020-12-27 16:29:33,2020-12-27 16:32:39,retail,156.6,3.1,1342,13
34128,186,218558,2020-12-27 14:19:55,2020-12-27 16:32:41,2020-12-27 16:35:56,retail,132.767,3.25,1342,14
34133,186,218565,2020-12-27 14:22:29,2020-12-27 16:35:57,2020-12-27 16:37:13,retail,133.467,1.267,1342,14
34154,186,218611,2020-12-27 14:32:06,2020-12-27 16:37:14,2020-12-27 16:38:09,retail,125.133,0.917,1342,14
34157,186,218616,2020-12-27 14:35:13,2020-12-27 15:56:05,2020-12-27 16:02:20,retail,80.867,6.25,1342,14
34158,186,218618,2020-12-27 14:35:38,2020-12-27 16:38:10,2020-12-27 16:42:13,retail,122.533,4.05,1342,14
34167,186,218636,2020-12-27 14:47:16,2020-12-27 16:02:20,2020-12-27 16:07:01,retail,75.067,4.683,1342,14
34169,186,218638,2020-12-27 14:49:58,2020-12-27 16:42:15,2020-12-27 16:43:14,retail,112.283,0.983,1342,14
34173,186,218670,2020-12-27 14:58:50,2020-12-27 16:53:34,2020-12-27 16:55:47,retail,114.733,2.217,1342,14
34175,186,218680,2020-12-27 15:02:55,2020-12-27 16:57:20,2020-12-27 16:58:33,retail,114.417,1.217,1342,15
34177,186,218683,2020-12-27 15:04:25,2020-12-27 16:58:34,2020-12-27 17:02:18,retail,114.15,3.733,1342,15
34179,186,218686,2020-12-27 15:08:39,2020-12-27 17:05:20,2020-12-27 17:06:21,retail,116.683,1.017,1342,15
34181,186,218692,2020-12-27 15:16:42,2020-12-27 17:02:20,2020-12-27 17:04:00,retail,105.633,1.667,1342,15
34183,186,218695,2020-12-27 15:19:56,2020-12-27 17:04:02,2020-12-27 17:05:19,retail,104.1,1.283,1342,15
34184,186,218696,2020-12-27 15:20:49,2020-12-27 17:06:22,2020-12-27 17:07:12,retail,105.55,0.833,1342,15
34185,186,218700,2020-12-27 15:25:38,2020-12-27 17:07:13,2020-12-27 17:08:13,retail,101.583,1.0,1342,15
34193,186,218720,2020-12-27 15:47:29,2020-12-27 17:08:14,2020-12-27 17:09:18,retail,80.75,1.067,1342,15
34207,186,218747,2020-12-27 16:40:33,2020-12-27 17:09:20,2020-12-27 17:10:13,retail,28.783,0.883,1342,16
34209,186,218749,2020-12-27 16:42:30,2020-12-27 17:15:04,2020-12-27 17:17:59,retail,32.567,2.917,1342,16
34211,186,218760,2020-12-27 16:45:35,2020-12-27 17:10:15,2020-12-27 17:11:55,retail,24.667,1.667,1342,16
34214,186,218766,2020-12-27 16:49:47,2020-12-27 17:11:55,2020-12-27 17:12:17,retail,22.133,0.367,1342,16
34218,186,218770,2020-12-27 16:55:15,2020-12-27 17:12:18,2020-12-27 17:12:55,retail,17.05,0.617,1342,16
34229,186,218784,2020-12-27 17:03:50,2020-12-27 17:14:35,2020-12-27 17:14:56,retail,10.75,0.35,1342,17
34237,186,218794,2020-12-27 17:15:19,2020-12-27 17:26:43,2020-12-27 17:27:21,retail,11.4,0.633,1342,17
34241,186,218801,2020-12-27 17:20:23,2020-12-27 17:27:24,2020-12-27 17:28:16,retail,7.017,0.867,1342,17
34242,186,218802,2020-12-27 17:21:00,2020-12-27 17:28:20,2020-12-27 17:32:57,retail,7.333,4.617,1342,17
34245,186,218808,2020-12-27 17:26:23,2020-12-27 17:36:57,2020-12-27 17:37:47,retail,10.567,0.833,1342,17
34246,186,218809,2020-12-27 17:29:41,2020-12-27 17:33:20,2020-12-27 17:33:36,retail,3.65,0.267,1342,17
34247,186,218811,2020-12-27 17:34:19,2020-12-27 17:37:55,2020-12-27 17:41:56,retail,3.6,4.017,1342,17
34248,186,218814,2020-12-27 17:45:08,2020-12-27 19:09:21,2020-12-27 19:12:36,retail,84.217,3.25,1342,17
34251,186,218819,2020-12-27 17:50:49,2020-12-27 19:00:23,2020-12-27 19:02:16,retail,69.567,1.883,1342,17
34252,186,218820,2020-12-27 17:51:17,2020-12-27 19:12:36,2020-12-27 19:12:37,retail,81.317,0.017,1342,17
34253,186,218821,2020-12-27 17:51:41,2020-12-27 19:02:16,2020-12-27 19:03:30,retail,70.583,1.233,1342,17
34255,186,218823,2020-12-27 17:53:06,2020-12-27 19:12:37,2020-12-27 19:12:51,retail,79.517,0.233,1342,17
34257,186,218825,2020-12-27 17:54:36,2020-12-27 19:03:31,2020-12-27 19:04:53,retail,68.917,1.367,1342,17
34258,186,218826,2020-12-27 17:56:37,2020-12-27 19:12:52,2020-12-27 19:14:11,retail,76.25,1.317,1342,17
34260,186,218828,2020-12-27 17:57:06,2020-12-27 19:14:12,2020-12-27 19:15:06,retail,77.1,0.9,1342,17
34261,186,218829,2020-12-27 17:58:02,2020-12-27 19:15:08,2020-12-27 19:16:38,retail,77.1,1.5,1342,17
34262,186,218830,2020-12-27 17:58:24,2020-12-27 19:16:39,2020-12-27 19:17:52,retail,78.25,1.217,1342,17
34263,186,218831,2020-12-27 17:59:46,2020-12-27 19:17:54,2020-12-27 19:19:46,retail,78.133,1.867,1342,17
34264,186,218832,2020-12-27 18:00:34,2020-12-27 19:19:47,2020-12-27 19:22:25,retail,79.217,2.633,1342,18
34265,186,218833,2020-12-27 18:01:23,2020-12-27 19:22:26,2020-12-27 19:24:06,retail,81.05,1.667,1342,18
34266,186,218834,2020-12-27 18:05:11,2020-12-27 19:24:07,2020-12-27 19:26:17,retail,78.933,2.167,1342,18
34271,186,218848,2020-12-27 18:46:12,2020-12-27 19:32:13,2020-12-27 19:32:32,retail,46.017,0.317,1342,18
34272,186,218849,2020-12-27 18:49:27,2020-12-27 19:04:55,2020-12-27 19:06:22,retail,15.467,1.45,1342,18
34273,186,218850,2020-12-27 18:55:25,2020-12-27 19:32:33,2020-12-27 19:33:52,retail,37.133,1.317,1342,18
34274,186,218851,2020-12-27 18:58:20,2020-12-27 19:06:23,2020-12-27 19:08:59,retail,8.05,2.6,1342,18
34275,186,218855,2020-12-27 19:11:13,2020-12-27 19:33:53,2020-12-27 19:35:18,retail,22.667,1.417,1342,19
34276,186,218856,2020-12-27 19:11:25,2020-12-27 19:35:19,2020-12-27 19:36:26,retail,23.9,1.117,1342,19
34277,186,218860,2020-12-27 19:28:20,2020-12-27 19:36:28,2020-12-27 19:37:21,retail,8.133,0.883,1342,19
34278,186,218863,2020-12-27 19:34:10,2020-12-27 19:37:23,2020-12-27 19:38:09,retail,3.217,0.767,1342,19
34279,186,218864,2020-12-27 19:36:07,2020-12-27 20:23:31,2020-12-27 20:25:02,retail,47.4,1.517,1342,19
34280,186,218865,2020-12-27 19:36:51,2020-12-27 20:25:03,2020-12-27 20:25:54,retail,48.2,0.85,1342,19
34281,186,218867,2020-12-27 19:40:54,2020-12-27 20:25:55,2020-12-27 20:27:06,retail,45.017,1.183,1342,19
34282,186,218868,2020-12-27 19:41:51,2020-12-27 20:27:07,2020-12-27 20:28:18,retail,45.267,1.183,1342,19
34283,186,218871,2020-12-27 19:43:06,2020-12-27 20:28:19,2020-12-27 20:30:12,retail,45.217,1.883,1342,19
34284,186,218872,2020-12-27 19:43:10,2020-12-27 20:22:44,2020-12-27 20:22:45,retail,39.567,0.017,1342,19
34285,186,218874,2020-12-27 19:43:55,2020-12-27 20:30:13,2020-12-27 20:32:03,retail,46.3,1.833,1342,19
34286,186,218875,2020-12-27 19:44:39,2020-12-27 20:32:05,2020-12-27 20:32:38,retail,47.433,0.55,1342,19
34287,186,218878,2020-12-27 19:56:46,2020-12-27 20:32:39,2020-12-27 20:34:21,retail,35.883,1.7,1342,19
34288,186,218880,2020-12-27 20:04:24,2020-12-27 20:34:23,2020-12-27 20:37:01,retail,29.983,2.633,1342,20
34289,186,218886,2020-12-27 20:18:04,2020-12-27 20:37:02,2020-12-27 20:38:00,retail,18.967,0.967,1342,20
34290,186,218888,2020-12-27 20:40:12,2020-12-27 21:09:09,2020-12-27 21:09:26,retail,28.95,0.283,1342,20
34291,186,218889,2020-12-27 20:42:08,2020-12-27 21:09:27,2020-12-27 21:12:21,retail,27.317,2.9,1342,20
34292,186,218891,2020-12-27 20:53:38,2020-12-27 21:12:21,2020-12-27 21:13:27,retail,18.717,1.1,1342,20
34293,186,218892,2020-12-27 21:07:24,2020-12-27 21:13:28,2020-12-27 21:14:54,retail,6.067,1.433,1342,21
34294,186,218898,2020-12-27 21:18:03,2020-12-27 22:12:57,2020-12-27 22:13:39,retail,54.9,0.7,1342,21
34295,186,218899,2020-12-27 21:18:34,2020-12-27 22:13:40,2020-12-27 22:16:11,retail,55.1,2.517,1342,21
34296,186,218903,2020-12-27 21:55:16,2020-12-27 22:16:12,2020-12-27 22:16:55,retail,20.933,0.717,1342,21
34297,186,218905,2020-12-27 22:15:00,2020-12-27 22:17:01,2020-12-27 22:17:42,retail,2.017,0.683,1342,22
34298,186,218906,2020-12-27 22:36:06,2020-12-27 22:49:57,2020-12-27 22:50:26,retail,13.85,0.483,1342,22
