,moderator,id_request,request_time,start_time,finish_time,team,before_1_resp_min,solve_prblm_min,total_requests_by_mod,hour_of_day,date
14860,180,191646,2020-11-29 05:56:10,2020-12-01 21:59:35,2020-12-01 22:00:19,wholesale,3843.417,0.733,1349,5,2020-12-01
14861,180,191647,2020-11-29 05:56:45,2020-12-01 22:01:56,2020-12-01 22:01:57,wholesale,3845.183,0.017,1349,5,2020-12-01
14900,180,191692,2020-11-29 06:30:44,2020-12-01 22:32:57,2020-12-01 22:33:15,wholesale,3842.217,0.3,1349,6,2020-12-01
14901,180,191693,2020-11-29 06:30:48,2020-12-01 22:33:16,2020-12-01 22:33:32,wholesale,3842.467,0.267,1349,6,2020-12-01
14903,180,191695,2020-11-29 06:32:01,2020-12-01 22:33:33,2020-12-01 22:33:58,wholesale,3841.533,0.417,1349,6,2020-12-01
14905,180,191697,2020-11-29 06:32:42,2020-12-01 22:33:59,2020-12-01 22:34:22,wholesale,3841.283,0.383,1349,6,2020-12-01
14907,180,191699,2020-11-29 06:34:13,2020-12-01 22:34:27,2020-12-01 22:35:28,wholesale,3840.233,1.017,1349,6,2020-12-01
14885,180,191674,2020-11-29 06:21:02,2020-12-01 22:35:29,2020-12-01 22:43:46,wholesale,3854.45,8.283,1349,6,2020-12-01
14915,180,191708,2020-11-29 06:42:58,2020-12-01 22:43:47,2020-12-01 22:44:20,wholesale,3840.817,0.55,1349,6,2020-12-01
14917,180,191710,2020-11-29 06:44:21,2020-12-01 22:44:21,2020-12-01 22:44:46,wholesale,3840.0,0.417,1349,6,2020-12-01
14918,180,191711,2020-11-29 06:46:20,2020-12-01 22:44:47,2020-12-01 22:45:51,wholesale,3838.45,1.067,1349,6,2020-12-01
14919,180,191712,2020-11-29 06:47:00,2020-12-01 22:45:52,2020-12-01 22:50:05,wholesale,3838.867,4.217,1349,6,2020-12-01
14921,180,191714,2020-11-29 06:54:07,2020-12-01 22:50:06,2020-12-01 22:51:05,wholesale,3835.983,0.983,1349,6,2020-12-01
14922,180,191715,2020-11-29 06:54:53,2020-12-01 22:51:06,2020-12-01 22:52:11,wholesale,3836.217,1.083,1349,6,2020-12-01
18541,180,197009,2020-12-04 09:50:01,2020-12-04 19:01:08,2020-12-04 19:08:40,wholesale,551.117,7.533,1349,9,2020-12-04
18615,180,197109,2020-12-04 12:12:03,2020-12-04 19:08:41,2020-12-04 19:12:27,wholesale,416.633,3.767,1349,12,2020-12-04
18630,180,197130,2020-12-04 12:44:42,2020-12-04 19:12:28,2020-12-04 19:14:59,wholesale,387.767,2.517,1349,12,2020-12-04
18640,180,197146,2020-12-04 12:57:22,2020-12-04 19:15:00,2020-12-04 19:17:11,wholesale,377.633,2.183,1349,12,2020-12-04
18748,180,197327,2020-12-04 16:59:26,2020-12-04 19:17:13,2020-12-04 19:20:21,wholesale,137.783,3.133,1349,16,2020-12-04
16252,180,193655,2020-12-01 05:10:05,2020-12-04 19:21:40,2020-12-04 19:25:05,wholesale,5171.583,3.417,1349,5,2020-12-04
16253,180,193657,2020-12-01 05:14:02,2020-12-04 19:26:00,2020-12-04 19:26:57,wholesale,5171.967,0.95,1349,5,2020-12-04
16254,180,193658,2020-12-01 05:14:21,2020-12-04 19:26:58,2020-12-04 19:28:25,wholesale,5172.617,1.45,1349,5,2020-12-04
16255,180,193659,2020-12-01 05:14:58,2020-12-04 19:28:26,2020-12-04 19:29:06,wholesale,5173.467,0.667,1349,5,2020-12-04
16256,180,193660,2020-12-01 05:15:16,2020-12-04 19:29:07,2020-12-04 19:31:31,wholesale,5173.85,2.4,1349,5,2020-12-04
16257,180,193661,2020-12-01 05:19:48,2020-12-04 19:31:31,2020-12-04 19:32:07,wholesale,5171.717,0.6,1349,5,2020-12-04
16258,180,193662,2020-12-01 05:20:21,2020-12-04 19:32:08,2020-12-04 19:33:07,wholesale,5171.783,0.983,1349,5,2020-12-04
16259,180,193663,2020-12-01 05:22:29,2020-12-04 19:33:08,2020-12-04 19:34:24,wholesale,5170.65,1.267,1349,5,2020-12-04
16261,180,193665,2020-12-01 05:24:20,2020-12-04 19:34:26,2020-12-04 19:34:55,wholesale,5170.1,0.483,1349,5,2020-12-04
16264,180,193668,2020-12-01 05:28:38,2020-12-04 19:34:57,2020-12-04 19:36:09,wholesale,5166.317,1.2,1349,5,2020-12-04
16265,180,193669,2020-12-01 05:28:54,2020-12-04 19:36:10,2020-12-04 19:37:16,wholesale,5167.267,1.1,1349,5,2020-12-04
16270,180,193675,2020-12-01 05:33:00,2020-12-04 19:37:17,2020-12-04 19:37:40,wholesale,5164.283,0.383,1349,5,2020-12-04
16271,180,193676,2020-12-01 05:33:12,2020-12-04 19:37:43,2020-12-04 19:38:59,wholesale,5164.517,1.267,1349,5,2020-12-04
16274,180,193679,2020-12-01 05:38:02,2020-12-04 19:39:00,2020-12-04 19:39:24,wholesale,5160.967,0.4,1349,5,2020-12-04
16278,180,193683,2020-12-01 05:41:30,2020-12-04 19:39:25,2020-12-04 19:41:20,wholesale,5157.917,1.917,1349,5,2020-12-04
16281,180,193686,2020-12-01 05:43:10,2020-12-04 19:41:21,2020-12-04 19:42:21,wholesale,5158.183,1.0,1349,5,2020-12-04
16283,180,193688,2020-12-01 05:46:00,2020-12-04 19:43:51,2020-12-04 19:43:52,wholesale,5157.85,0.017,1349,5,2020-12-04
16286,180,193693,2020-12-01 05:50:41,2020-12-04 19:44:17,2020-12-04 19:45:08,wholesale,5153.6,0.85,1349,5,2020-12-04
16289,180,193696,2020-12-01 05:51:44,2020-12-04 19:45:10,2020-12-04 19:46:11,wholesale,5153.433,1.017,1349,5,2020-12-04
16299,180,193707,2020-12-01 05:59:41,2020-12-04 19:46:12,2020-12-04 19:51:47,wholesale,5146.517,5.583,1349,5,2020-12-04
16306,180,193714,2020-12-01 06:03:06,2020-12-04 19:51:48,2020-12-04 19:53:19,wholesale,5148.7,1.517,1349,6,2020-12-04
16310,180,193719,2020-12-01 06:06:47,2020-12-04 19:54:23,2020-12-04 19:55:29,wholesale,5147.6,1.1,1349,6,2020-12-04
16312,180,193721,2020-12-01 06:09:41,2020-12-04 19:55:29,2020-12-04 19:59:56,wholesale,5145.8,4.45,1349,6,2020-12-04
18772,180,197376,2020-12-04 19:46:28,2020-12-04 20:00:06,2020-12-04 20:01:55,wholesale,13.633,1.817,1349,19,2020-12-04
16329,180,193738,2020-12-01 06:26:28,2020-12-04 20:14:22,2020-12-04 20:14:59,wholesale,5147.9,0.617,1349,6,2020-12-04
16330,180,193739,2020-12-01 06:27:03,2020-12-04 20:15:01,2020-12-04 20:21:47,wholesale,5147.967,6.767,1349,6,2020-12-04
16334,180,193746,2020-12-01 06:29:11,2020-12-04 20:24:07,2020-12-04 20:25:09,wholesale,5154.933,1.033,1349,6,2020-12-04
16335,180,193748,2020-12-01 06:30:08,2020-12-04 20:25:10,2020-12-04 20:27:14,wholesale,5155.033,2.067,1349,6,2020-12-04
16339,180,193753,2020-12-01 06:31:41,2020-12-04 20:27:15,2020-12-04 20:28:55,wholesale,5155.567,1.667,1349,6,2020-12-04
16342,180,193757,2020-12-01 06:32:44,2020-12-04 20:29:24,2020-12-04 20:30:05,wholesale,5156.667,0.683,1349,6,2020-12-04
16344,180,193761,2020-12-01 06:33:44,2020-12-04 20:30:07,2020-12-04 20:33:03,wholesale,5156.383,2.933,1349,6,2020-12-04
16351,180,193777,2020-12-01 06:53:03,2020-12-04 20:36:57,2020-12-04 20:37:32,wholesale,5143.9,0.583,1349,6,2020-12-04
16352,180,193778,2020-12-01 06:54:06,2020-12-04 20:37:33,2020-12-04 20:38:07,wholesale,5143.45,0.567,1349,6,2020-12-04
16355,180,193783,2020-12-01 06:59:05,2020-12-04 20:38:08,2020-12-04 20:38:50,wholesale,5139.05,0.7,1349,6,2020-12-04
16357,180,193786,2020-12-01 07:03:13,2020-12-04 20:39:21,2020-12-04 20:39:52,wholesale,5136.133,0.517,1349,7,2020-12-04
16359,180,193788,2020-12-01 07:04:02,2020-12-04 20:39:53,2020-12-04 20:40:14,wholesale,5135.85,0.35,1349,7,2020-12-04
16360,180,193789,2020-12-01 07:04:58,2020-12-04 20:40:15,2020-12-04 20:41:55,wholesale,5135.283,1.667,1349,7,2020-12-04
16363,180,193795,2020-12-01 07:17:29,2020-12-04 20:42:23,2020-12-04 20:43:08,wholesale,5124.9,0.75,1349,7,2020-12-04
16365,180,193798,2020-12-01 07:19:17,2020-12-04 20:43:08,2020-12-04 20:43:17,wholesale,5123.85,0.15,1349,7,2020-12-04
16366,180,193800,2020-12-01 07:21:40,2020-12-04 20:43:18,2020-12-04 20:43:47,wholesale,5121.633,0.483,1349,7,2020-12-04
16367,180,193801,2020-12-01 07:22:20,2020-12-04 20:43:49,2020-12-04 20:44:12,wholesale,5121.483,0.383,1349,7,2020-12-04
16369,180,193803,2020-12-01 07:24:12,2020-12-04 20:44:13,2020-12-04 20:44:57,wholesale,5120.017,0.733,1349,7,2020-12-04
16371,180,193805,2020-12-01 07:24:37,2020-12-04 20:44:59,2020-12-04 20:46:11,wholesale,5120.367,1.2,1349,7,2020-12-04
16373,180,193807,2020-12-01 07:25:14,2020-12-04 20:46:12,2020-12-04 20:46:37,wholesale,5120.967,0.417,1349,7,2020-12-04
16375,180,193809,2020-12-01 07:26:20,2020-12-04 20:46:38,2020-12-04 20:47:22,wholesale,5120.3,0.733,1349,7,2020-12-04
16377,180,193811,2020-12-01 07:27:17,2020-12-04 20:47:23,2020-12-04 20:48:46,wholesale,5120.1,1.383,1349,7,2020-12-04
16379,180,193813,2020-12-01 07:28:40,2020-12-04 20:48:47,2020-12-04 20:49:32,wholesale,5120.117,0.75,1349,7,2020-12-04
16381,180,193815,2020-12-01 07:32:54,2020-12-04 20:49:33,2020-12-04 20:50:42,wholesale,5116.65,1.15,1349,7,2020-12-04
16383,180,193819,2020-12-01 07:39:30,2020-12-04 20:50:43,2020-12-04 20:51:18,wholesale,5111.217,0.583,1349,7,2020-12-04
16385,180,193821,2020-12-01 07:40:32,2020-12-04 20:51:19,2020-12-04 20:51:59,wholesale,5110.783,0.667,1349,7,2020-12-04
18776,180,197384,2020-12-04 20:21:58,2020-12-04 20:54:04,2020-12-04 20:54:43,wholesale,32.1,0.65,1349,20,2020-12-04
18781,180,197391,2020-12-04 20:41:15,2020-12-04 20:54:44,2020-12-04 20:55:48,wholesale,13.483,1.067,1349,20,2020-12-04
18783,180,197394,2020-12-04 20:52:00,2020-12-04 20:55:49,2020-12-04 20:56:44,wholesale,3.817,0.917,1349,20,2020-12-04
16391,180,193827,2020-12-01 07:48:14,2020-12-04 20:57:52,2020-12-04 20:58:44,wholesale,5109.633,0.867,1349,7,2020-12-04
16392,180,193828,2020-12-01 07:50:53,2020-12-04 20:58:45,2020-12-04 20:59:11,wholesale,5107.867,0.433,1349,7,2020-12-04
16394,180,193830,2020-12-01 07:56:14,2020-12-04 20:59:11,2020-12-04 21:02:06,wholesale,5102.95,2.917,1349,7,2020-12-04
16720,180,194315,2020-12-02 02:11:36,2020-12-05 19:11:40,2020-12-05 19:16:20,wholesale,5340.067,4.667,1349,2,2020-12-05
16722,180,194318,2020-12-02 02:13:35,2020-12-05 19:16:21,2020-12-05 19:16:37,wholesale,5342.767,0.267,1349,2,2020-12-05
16723,180,194320,2020-12-02 02:14:04,2020-12-05 19:16:38,2020-12-05 19:17:14,wholesale,5342.567,0.6,1349,2,2020-12-05
16724,180,194321,2020-12-02 02:14:12,2020-12-05 19:17:15,2020-12-05 19:17:56,wholesale,5343.05,0.683,1349,2,2020-12-05
16725,180,194322,2020-12-02 02:14:21,2020-12-05 19:17:57,2020-12-05 19:18:19,wholesale,5343.6,0.367,1349,2,2020-12-05
16726,180,194323,2020-12-02 02:14:59,2020-12-05 19:18:20,2020-12-05 19:19:39,wholesale,5343.35,1.317,1349,2,2020-12-05
16727,180,194324,2020-12-02 02:15:07,2020-12-05 19:19:40,2020-12-05 19:19:50,wholesale,5344.55,0.167,1349,2,2020-12-05
16728,180,194325,2020-12-02 02:15:32,2020-12-05 19:19:51,2020-12-05 19:20:54,wholesale,5344.317,1.05,1349,2,2020-12-05
16729,180,194326,2020-12-02 02:15:50,2020-12-05 19:20:55,2020-12-05 19:21:36,wholesale,5345.083,0.683,1349,2,2020-12-05
16730,180,194328,2020-12-02 02:16:26,2020-12-05 19:21:37,2020-12-05 19:21:48,wholesale,5345.183,0.183,1349,2,2020-12-05
16731,180,194329,2020-12-02 02:16:59,2020-12-05 19:21:49,2020-12-05 19:23:37,wholesale,5344.833,1.8,1349,2,2020-12-05
16732,180,194330,2020-12-02 02:17:54,2020-12-05 19:23:37,2020-12-05 19:23:38,wholesale,5345.717,0.017,1349,2,2020-12-05
16733,180,194331,2020-12-02 02:21:23,2020-12-05 19:23:38,2020-12-05 19:23:39,wholesale,5342.25,0.017,1349,2,2020-12-05
16734,180,194332,2020-12-02 02:22:25,2020-12-05 19:23:39,2020-12-05 19:24:52,wholesale,5341.233,1.217,1349,2,2020-12-05
16735,180,194333,2020-12-02 02:27:43,2020-12-05 19:24:53,2020-12-05 19:31:58,wholesale,5337.167,7.083,1349,2,2020-12-05
16736,180,194334,2020-12-02 02:29:07,2020-12-05 19:31:59,2020-12-05 19:32:45,wholesale,5342.867,0.767,1349,2,2020-12-05
16737,180,194335,2020-12-02 02:29:34,2020-12-05 19:32:46,2020-12-05 19:33:33,wholesale,5343.2,0.783,1349,2,2020-12-05
16738,180,194336,2020-12-02 02:32:04,2020-12-05 19:33:34,2020-12-05 19:36:01,wholesale,5341.5,2.45,1349,2,2020-12-05
16739,180,194337,2020-12-02 02:32:24,2020-12-05 19:36:02,2020-12-05 19:37:32,wholesale,5343.633,1.5,1349,2,2020-12-05
16740,180,194338,2020-12-02 02:34:12,2020-12-05 19:37:34,2020-12-05 19:38:21,wholesale,5343.367,0.783,1349,2,2020-12-05
16741,180,194339,2020-12-02 02:34:25,2020-12-05 19:38:22,2020-12-05 19:39:25,wholesale,5343.95,1.05,1349,2,2020-12-05
16742,180,194340,2020-12-02 02:34:33,2020-12-05 19:39:26,2020-12-05 19:40:19,wholesale,5344.883,0.883,1349,2,2020-12-05
16743,180,194341,2020-12-02 02:37:04,2020-12-05 19:42:01,2020-12-05 19:44:51,wholesale,5344.95,2.833,1349,2,2020-12-05
16744,180,194342,2020-12-02 02:37:40,2020-12-05 19:44:52,2020-12-05 19:45:33,wholesale,5347.2,0.683,1349,2,2020-12-05
16745,180,194343,2020-12-02 02:38:21,2020-12-05 19:45:34,2020-12-05 19:47:09,wholesale,5347.217,1.583,1349,2,2020-12-05
16746,180,194344,2020-12-02 02:39:30,2020-12-05 19:47:10,2020-12-05 19:48:32,wholesale,5347.667,1.367,1349,2,2020-12-05
16748,180,194346,2020-12-02 02:41:39,2020-12-05 19:53:50,2020-12-05 19:54:30,wholesale,5352.183,0.667,1349,2,2020-12-05
16749,180,194347,2020-12-02 02:43:20,2020-12-05 19:54:31,2020-12-05 19:54:52,wholesale,5351.183,0.35,1349,2,2020-12-05
16750,180,194348,2020-12-02 02:44:20,2020-12-05 19:54:53,2020-12-05 19:57:58,wholesale,5350.55,3.083,1349,2,2020-12-05
16751,180,194349,2020-12-02 02:44:47,2020-12-05 19:59:16,2020-12-05 20:02:47,wholesale,5354.483,3.517,1349,2,2020-12-05
16752,180,194350,2020-12-02 02:45:10,2020-12-05 20:03:59,2020-12-05 20:05:06,wholesale,5358.817,1.117,1349,2,2020-12-05
16753,180,194352,2020-12-02 02:46:06,2020-12-05 20:06:11,2020-12-05 20:07:40,wholesale,5360.083,1.483,1349,2,2020-12-05
16754,180,194353,2020-12-02 02:47:15,2020-12-05 20:07:41,2020-12-05 20:08:49,wholesale,5360.433,1.133,1349,2,2020-12-05
16755,180,194354,2020-12-02 02:47:30,2020-12-05 20:08:50,2020-12-05 20:09:24,wholesale,5361.333,0.567,1349,2,2020-12-05
16756,180,194355,2020-12-02 02:48:15,2020-12-05 20:09:25,2020-12-05 20:09:46,wholesale,5361.167,0.35,1349,2,2020-12-05
16757,180,194356,2020-12-02 02:49:06,2020-12-05 20:09:47,2020-12-05 20:12:09,wholesale,5360.683,2.367,1349,2,2020-12-05
16747,180,194345,2020-12-02 02:40:08,2020-12-05 20:12:09,2020-12-05 20:16:32,wholesale,5372.017,4.383,1349,2,2020-12-05
16758,180,194357,2020-12-02 02:49:34,2020-12-05 20:16:33,2020-12-05 20:17:31,wholesale,5366.983,0.967,1349,2,2020-12-05
16759,180,194358,2020-12-02 02:49:50,2020-12-05 20:17:32,2020-12-05 20:18:13,wholesale,5367.7,0.683,1349,2,2020-12-05
16760,180,194359,2020-12-02 02:49:57,2020-12-05 20:18:13,2020-12-05 20:18:55,wholesale,5368.267,0.7,1349,2,2020-12-05
16761,180,194360,2020-12-02 02:50:42,2020-12-05 20:18:56,2020-12-05 20:21:38,wholesale,5368.233,2.7,1349,2,2020-12-05
16762,180,194361,2020-12-02 02:51:24,2020-12-05 20:21:38,2020-12-05 20:22:19,wholesale,5370.233,0.683,1349,2,2020-12-05
16763,180,194363,2020-12-02 02:51:48,2020-12-05 20:23:16,2020-12-05 20:24:02,wholesale,5371.467,0.767,1349,2,2020-12-05
16764,180,194364,2020-12-02 02:51:58,2020-12-05 20:24:02,2020-12-05 20:24:27,wholesale,5372.067,0.417,1349,2,2020-12-05
16765,180,194365,2020-12-02 02:52:37,2020-12-05 20:24:27,2020-12-05 20:25:13,wholesale,5371.833,0.767,1349,2,2020-12-05
16766,180,194366,2020-12-02 02:53:54,2020-12-05 20:25:14,2020-12-05 20:27:13,wholesale,5371.333,1.983,1349,2,2020-12-05
16767,180,194367,2020-12-02 02:54:57,2020-12-05 20:27:14,2020-12-05 20:27:25,wholesale,5372.283,0.183,1349,2,2020-12-05
16769,180,194369,2020-12-02 02:56:13,2020-12-05 20:27:26,2020-12-05 20:28:44,wholesale,5371.217,1.3,1349,2,2020-12-05
16773,180,194373,2020-12-02 02:58:06,2020-12-05 20:28:45,2020-12-05 20:30:05,wholesale,5370.65,1.333,1349,2,2020-12-05
16775,180,194375,2020-12-02 02:59:14,2020-12-05 20:30:06,2020-12-05 20:31:56,wholesale,5370.867,1.833,1349,2,2020-12-05
16779,180,194379,2020-12-02 03:00:27,2020-12-05 20:31:57,2020-12-05 20:35:23,wholesale,5371.5,3.433,1349,3,2020-12-05
16784,180,194385,2020-12-02 03:03:21,2020-12-05 20:35:24,2020-12-05 20:36:33,wholesale,5372.05,1.15,1349,3,2020-12-05
16789,180,194391,2020-12-02 03:06:02,2020-12-05 20:36:34,2020-12-05 20:37:42,wholesale,5370.533,1.133,1349,3,2020-12-05
16790,180,194392,2020-12-02 03:07:47,2020-12-05 20:37:44,2020-12-05 20:39:17,wholesale,5369.95,1.55,1349,3,2020-12-05
16791,180,194393,2020-12-02 03:08:51,2020-12-05 20:39:18,2020-12-05 20:39:56,wholesale,5370.45,0.633,1349,3,2020-12-05
16794,180,194400,2020-12-02 03:12:09,2020-12-05 20:40:46,2020-12-05 20:41:32,wholesale,5368.617,0.767,1349,3,2020-12-05
18997,180,197683,2020-12-05 06:04:36,2020-12-05 20:48:58,2020-12-05 20:56:08,wholesale,884.367,7.167,1349,6,2020-12-05
18999,180,197686,2020-12-05 06:07:55,2020-12-05 20:56:10,2020-12-05 21:02:53,wholesale,888.25,6.717,1349,6,2020-12-05
16800,180,194413,2020-12-02 03:18:38,2020-12-05 22:45:03,2020-12-05 22:47:07,wholesale,5486.417,2.067,1349,3,2020-12-05
16801,180,194414,2020-12-02 03:19:00,2020-12-05 22:47:08,2020-12-05 22:50:10,wholesale,5488.133,3.033,1349,3,2020-12-05
16803,180,194416,2020-12-02 03:19:56,2020-12-05 22:50:11,2020-12-05 22:51:44,wholesale,5490.25,1.55,1349,3,2020-12-05
16804,180,194417,2020-12-02 03:20:27,2020-12-05 22:51:44,2020-12-05 22:51:45,wholesale,5491.283,0.017,1349,3,2020-12-05
16805,180,194418,2020-12-02 03:20:45,2020-12-05 22:51:45,2020-12-05 22:52:22,wholesale,5491.0,0.617,1349,3,2020-12-05
16806,180,194419,2020-12-02 03:20:58,2020-12-05 22:52:22,2020-12-05 22:56:34,wholesale,5491.4,4.2,1349,3,2020-12-05
16807,180,194420,2020-12-02 03:21:31,2020-12-05 22:56:35,2020-12-05 22:58:31,wholesale,5495.067,1.933,1349,3,2020-12-05
16808,180,194421,2020-12-02 03:22:26,2020-12-05 22:58:32,2020-12-05 22:59:48,wholesale,5496.1,1.267,1349,3,2020-12-05
21217,180,200658,2020-12-08 12:10:28,2020-12-08 19:08:56,2020-12-08 19:13:47,wholesale,418.467,4.85,1349,12,2020-12-08
21218,180,200659,2020-12-08 12:11:28,2020-12-08 19:13:49,2020-12-08 19:15:01,wholesale,422.35,1.2,1349,12,2020-12-08
21219,180,200660,2020-12-08 12:16:17,2020-12-08 19:15:02,2020-12-08 19:15:46,wholesale,418.75,0.733,1349,12,2020-12-08
19528,180,198306,2020-12-05 14:29:47,2020-12-08 19:15:47,2020-12-08 19:16:11,wholesale,4606.0,0.4,1349,14,2020-12-08
21220,180,200662,2020-12-08 12:18:49,2020-12-08 19:16:12,2020-12-08 19:17:47,wholesale,417.383,1.583,1349,12,2020-12-08
21225,180,200667,2020-12-08 12:27:55,2020-12-08 19:17:48,2020-12-08 19:18:45,wholesale,409.883,0.95,1349,12,2020-12-08
21290,180,200739,2020-12-08 13:34:39,2020-12-08 19:18:46,2020-12-08 19:22:13,wholesale,344.117,3.45,1349,13,2020-12-08
21293,180,200742,2020-12-08 13:37:01,2020-12-08 19:22:13,2020-12-08 19:24:16,wholesale,345.2,2.05,1349,13,2020-12-08
21309,180,200780,2020-12-08 15:39:08,2020-12-08 19:24:17,2020-12-08 19:25:47,wholesale,225.15,1.5,1349,15,2020-12-08
21313,180,200789,2020-12-08 16:24:07,2020-12-08 19:25:48,2020-12-08 19:26:35,wholesale,181.683,0.783,1349,16,2020-12-08
21344,180,200845,2020-12-08 19:23:54,2020-12-08 19:26:36,2020-12-08 19:28:08,wholesale,2.7,1.533,1349,19,2020-12-08
18459,180,196909,2020-12-04 08:55:00,2020-12-08 19:29:30,2020-12-08 19:30:02,wholesale,6394.5,0.533,1349,8,2020-12-08
18460,180,196911,2020-12-04 08:55:24,2020-12-08 19:30:03,2020-12-08 19:30:50,wholesale,6394.65,0.783,1349,8,2020-12-08
18461,180,196913,2020-12-04 08:55:54,2020-12-08 19:31:38,2020-12-08 19:32:03,wholesale,6395.733,0.417,1349,8,2020-12-08
18462,180,196914,2020-12-04 08:56:03,2020-12-08 19:32:04,2020-12-08 19:34:24,wholesale,6396.017,2.333,1349,8,2020-12-08
18464,180,196916,2020-12-04 08:56:23,2020-12-08 19:34:24,2020-12-08 19:34:28,wholesale,6398.017,0.067,1349,8,2020-12-08
18465,180,196917,2020-12-04 08:56:37,2020-12-08 19:34:28,2020-12-08 19:34:30,wholesale,6397.85,0.033,1349,8,2020-12-08
18466,180,196918,2020-12-04 08:57:01,2020-12-08 19:34:30,2020-12-08 19:34:51,wholesale,6397.483,0.35,1349,8,2020-12-08
18467,180,196919,2020-12-04 08:57:08,2020-12-08 19:34:53,2020-12-08 19:38:24,wholesale,6397.75,3.517,1349,8,2020-12-08
18469,180,196921,2020-12-04 08:57:36,2020-12-08 19:38:26,2020-12-08 19:39:20,wholesale,6400.833,0.9,1349,8,2020-12-08
18470,180,196922,2020-12-04 08:57:44,2020-12-08 19:39:21,2020-12-08 19:40:02,wholesale,6401.617,0.683,1349,8,2020-12-08
18471,180,196923,2020-12-04 08:57:51,2020-12-08 19:40:03,2020-12-08 19:42:52,wholesale,6402.2,2.817,1349,8,2020-12-08
18468,180,196920,2020-12-04 08:57:32,2020-12-08 19:42:52,2020-12-08 19:42:53,wholesale,6405.333,0.017,1349,8,2020-12-08
18472,180,196924,2020-12-04 08:58:18,2020-12-08 19:42:53,2020-12-08 19:44:20,wholesale,6404.583,1.45,1349,8,2020-12-08
18474,180,196926,2020-12-04 08:58:27,2020-12-08 19:44:21,2020-12-08 19:44:33,wholesale,6405.9,0.2,1349,8,2020-12-08
18475,180,196927,2020-12-04 08:58:48,2020-12-08 19:44:34,2020-12-08 19:44:39,wholesale,6405.767,0.083,1349,8,2020-12-08
18476,180,196928,2020-12-04 08:59:01,2020-12-08 19:44:41,2020-12-08 19:47:02,wholesale,6405.667,2.35,1349,8,2020-12-08
18477,180,196930,2020-12-04 08:59:23,2020-12-08 19:47:52,2020-12-08 19:48:43,wholesale,6408.483,0.85,1349,8,2020-12-08
18478,180,196932,2020-12-04 09:00:08,2020-12-08 19:49:18,2020-12-08 19:52:09,wholesale,6409.167,2.85,1349,9,2020-12-08
18479,180,196935,2020-12-04 09:01:23,2020-12-08 19:52:12,2020-12-08 19:53:35,wholesale,6410.817,1.383,1349,9,2020-12-08
18480,180,196936,2020-12-04 09:01:55,2020-12-08 19:53:36,2020-12-08 19:53:47,wholesale,6411.683,0.183,1349,9,2020-12-08
18481,180,196937,2020-12-04 09:01:55,2020-12-08 19:53:48,2020-12-08 19:54:01,wholesale,6411.883,0.217,1349,9,2020-12-08
18482,180,196938,2020-12-04 09:02:09,2020-12-08 19:54:03,2020-12-08 19:54:59,wholesale,6411.9,0.933,1349,9,2020-12-08
18483,180,196939,2020-12-04 09:02:20,2020-12-08 19:55:01,2020-12-08 19:57:50,wholesale,6412.683,2.817,1349,9,2020-12-08
18484,180,196940,2020-12-04 09:02:36,2020-12-08 19:57:51,2020-12-08 19:58:58,wholesale,6415.25,1.117,1349,9,2020-12-08
18485,180,196941,2020-12-04 09:02:51,2020-12-08 19:58:59,2020-12-08 19:59:33,wholesale,6416.133,0.567,1349,9,2020-12-08
18486,180,196942,2020-12-04 09:03:10,2020-12-08 19:59:34,2020-12-08 20:00:06,wholesale,6416.4,0.533,1349,9,2020-12-08
18487,180,196943,2020-12-04 09:03:19,2020-12-08 20:00:07,2020-12-08 20:00:28,wholesale,6416.8,0.35,1349,9,2020-12-08
18488,180,196944,2020-12-04 09:03:45,2020-12-08 20:00:29,2020-12-08 20:04:43,wholesale,6416.733,4.233,1349,9,2020-12-08
18489,180,196945,2020-12-04 09:03:53,2020-12-08 20:04:43,2020-12-08 20:04:46,wholesale,6420.833,0.05,1349,9,2020-12-08
18491,180,196947,2020-12-04 09:04:15,2020-12-08 20:04:47,2020-12-08 20:08:17,wholesale,6420.533,3.5,1349,9,2020-12-08
18492,180,196948,2020-12-04 09:04:17,2020-12-08 20:08:18,2020-12-08 20:08:33,wholesale,6424.017,0.25,1349,9,2020-12-08
18493,180,196949,2020-12-04 09:04:45,2020-12-08 20:08:34,2020-12-08 20:14:31,wholesale,6423.817,5.95,1349,9,2020-12-08
18494,180,196950,2020-12-04 09:05:09,2020-12-08 20:14:31,2020-12-08 20:14:43,wholesale,6429.367,0.2,1349,9,2020-12-08
18495,180,196951,2020-12-04 09:05:18,2020-12-08 20:14:45,2020-12-08 20:24:19,wholesale,6429.45,9.567,1349,9,2020-12-08
18496,180,196952,2020-12-04 09:05:28,2020-12-08 20:24:21,2020-12-08 20:27:54,wholesale,6438.883,3.55,1349,9,2020-12-08
18497,180,196953,2020-12-04 09:05:52,2020-12-08 20:27:55,2020-12-08 20:28:07,wholesale,6442.05,0.2,1349,9,2020-12-08
18498,180,196954,2020-12-04 09:08:04,2020-12-08 20:28:08,2020-12-08 20:28:21,wholesale,6440.067,0.217,1349,9,2020-12-08
18499,180,196955,2020-12-04 09:08:10,2020-12-08 20:28:22,2020-12-08 20:28:42,wholesale,6440.2,0.333,1349,9,2020-12-08
18501,180,196958,2020-12-04 09:10:57,2020-12-08 20:28:43,2020-12-08 20:28:53,wholesale,6437.767,0.167,1349,9,2020-12-08
